Lactose,Whey central,Whey west,Whey east,NDPSR whey avg,CME whey avg,NDPSR NFDM,34p WPC,Nonfat west,Nonfat central east,Sweet cream buttermilk central,AA butter,Cheese 40 blocks,Cheese barrel,Delac,Start_interval
0.18,0.23,0.245,0.24312,0.24354,0.28981999999999997,1.12918,0.5575,1.0315,1.07475,0.8574999999999999,1.6413,1.8365000000000002,1.7535999999999998,0.325,1996-04-22
0.18,0.2275,0.24,0.24312,0.25122,0.28981999999999997,1.12918,0.5575,1.0314999999999999,1.07475,0.8314999999999999,1.6413,1.8364999999999998,1.7536,0.325,1996-04-29
0.1825,0.2225,0.23,0.23812000000000003,0.24756,0.28981999999999997,1.12918,0.555,0.9124999999999999,0.95525,0.88025,2.12376,1.7448000000000001,1.67336,0.325,1996-05-06
0.1825,0.2175,0.22,0.23424999999999999,0.24196,0.28981999999999997,1.12918,0.555,0.8550000000000001,0.8960000000000001,0.8877499999999999,2.7165600000000003,1.6442,1.57616,0.9775,1996-05-13
0.1825,0.2125,0.21,0.2455,0.24261999999999997,0.28981999999999997,1.12918,0.555,0.8795,0.914,0.88575,2.65616,1.6515,1.57376,0.325,1996-05-20
0.1825,0.2125,0.2,0.2455,0.24261999999999997,0.28981999999999997,1.12918,0.555,0.8795,0.914,0.88575,2.65616,1.6515,1.57376,0.325,1996-05-27
0.1825,0.2125,0.195,0.23925999999999997,0.24261999999999997,0.28981999999999997,1.12918,0.56,0.8539999999999999,0.88826,0.9025000000000001,2.40746,1.5992000000000002,1.4925000000000002,0.335,1996-06-03
0.1825,0.2125,0.195,0.23476,0.23618,0.28981999999999997,1.12918,0.565,0.8310000000000001,0.8675200000000001,0.9237500000000001,2.1162199999999998,1.5372000000000001,1.4304000000000001,0.3375,1996-06-10
0.1825,0.2125,0.195,0.23476,0.22810000000000002,0.28981999999999997,1.12918,0.5725,0.8310000000000001,0.8675200000000001,0.9237500000000001,2.1162199999999998,1.5372000000000001,1.4304000000000001,0.34375,1996-06-17
0.1825,0.2125,0.195,0.23476,0.23245999999999997,0.28981999999999997,1.12918,0.5825,0.8310000000000001,0.8675200000000001,0.9237500000000001,2.1162199999999998,1.5372000000000001,1.4304000000000001,0.35,1996-06-24
0.1825,0.2125,0.195,0.23879999999999998,0.21598,0.28981999999999997,1.12918,0.5925,0.842,0.828,0.9870000000000001,1.75766,1.5699999999999998,1.51828,0.355,1996-07-01
0.195,0.2125,0.195,0.23879999999999998,0.21597999999999998,0.28981999999999997,1.12918,0.6025,0.842,0.828,0.9869999999999999,1.7576600000000002,1.5699999999999998,1.51828,0.36,1996-07-08
0.195,0.215,0.195,0.23879,0.21642,0.28981999999999997,1.12918,0.61,0.8422599999999999,0.835,1.004,1.7101600000000001,1.5753,1.5339800000000001,0.3625,1996-07-15
0.195,0.22,0.1975,0.23928000000000002,0.21808,0.28981999999999997,1.12918,0.62,0.84252,0.841,1.033,1.661,1.5829,1.5500800000000001,0.3675,1996-07-22
0.195,0.225,0.19875,0.23928000000000002,0.21808,0.28981999999999997,1.12918,0.635,0.84252,0.841,1.0330000000000001,1.661,1.5829,1.5500800000000001,0.3725,1996-07-29
0.195,0.23,0.20375,0.24477000000000002,0.22534,0.28981999999999997,1.12918,0.645,0.84177,0.852,1.06,1.64532,1.5714000000000001,1.54238,0.375,1996-08-05
0.195,0.2425,0.205,0.2495,0.23802000000000004,0.28981999999999997,1.12918,0.65,0.85527,0.8859999999999999,1.1005,1.54112,1.4819,1.4531,0.38,1996-08-12
0.3367660055671538,0.3522282881002088,0.36087836812804447,0.38043279269202085,0.9066380086580086,0.4431471830985915,1.254076859504132,0.900316736256089,1.1342247150997151,1.1621953614672365,1.15033088367899,1.7104730264097074,1.6024920770877942,1.4991220538720538,0.35781088154269974,1996-08-19
0.3367660055671538,0.3522282881002088,0.36087836812804447,0.38043279269202085,0.9066380086580086,0.4431471830985915,1.254076859504132,0.900316736256089,1.1342247150997151,1.1621953614672365,1.15033088367899,1.7104730264097074,1.6024920770877942,1.4991220538720538,0.35781088154269974,1996-08-26
0.1975,0.24375,0.215,0.25775,0.26842,0.41946000000000006,1.10684,0.71,1.245,1.28,1.2579999999999998,1.53,1.69,1.6675,0.395,1996-09-02
0.2,0.24375,0.215,0.27501000000000003,0.26842,0.41946000000000006,1.10684,0.725,1.26,1.28,1.258,1.53,1.69,1.6675,0.4025,1996-09-09
0.2,0.24375,0.215,0.31976,0.30528,0.41946000000000006,1.10684,0.74,1.26,1.29,1.314,1.53,1.69,1.6675,0.4025,1996-09-16
0.205,0.24375,0.215,0.33951,0.3285,0.41946000000000006,1.10684,0.75,1.26,1.29,1.351,1.53,1.69,1.6675,0.405,1996-09-23
0.205,0.24,0.215,0.33951,0.34934000000000004,0.41946000000000006,1.10684,0.75,1.25,1.29,1.351,1.53,1.695,1.6275,0.405,1996-09-30
0.215,0.2375,0.215,0.33951,0.34934000000000004,0.41946000000000006,1.10684,0.75,1.235,1.29,1.3509999999999998,1.53,1.695,1.55,0.405,1996-10-07
0.22,0.225,0.215,0.34101,0.34934000000000004,0.41946000000000006,1.10684,0.745,1.24,1.29,1.3439999999999999,1.53,1.695,1.49,0.405,1996-10-14
0.22,0.22,0.21,0.3105,0.32120000000000004,0.41472,1.04694,0.7375,1.24,1.285,1.2189999999999999,1.25,1.48,1.41,0.4,1996-10-21
0.22,0.21,0.2025,0.3165,0.31368,0.42422000000000004,1.0514999999999999,0.725,1.24,1.285,1.2369999999999999,1.25,1.3975,1.35,0.395,1996-10-28
0.22,0.1975,0.19625,0.2995,4.7084,0.37512,0.9589399999999999,0.7075,1.24,1.2825,1.182,1.1,1.3975,1.245,0.39,1996-11-04
0.22,0.18625,0.18875,0.21349999999999997,9.510760000000001,0.38250000000000006,0.91456,0.6825,1.26,1.2725,1.0254999999999999,0.74,1.3075,1.22,0.38,1996-11-11
0.22,0.18,0.185,0.18,9.47176,0.38250000000000006,0.91456,0.6625,1.17,1.26,1.0254999999999999,0.74,1.3,1.205,0.38,1996-11-18
0.22,0.18,0.185,0.18325,0.18166000000000002,0.3825,0.91456,0.6375,1.16,1.225,0.9325000000000001,0.7425,1.3,1.1575,0.375,1996-11-25
0.22,0.18,0.185,0.1855,0.18166000000000002,0.3825,0.91456,0.6225,1.155,1.2125,0.8065,0.7425,1.3,1.1525,0.365,1996-12-02
0.2225,0.18,0.185,0.1855,0.17496,0.3825,0.91456,0.6025,1.1525,1.2075,0.791,0.7425,1.2675,1.15,0.355,1996-12-09
0.2225,0.18,0.185,0.1855,0.17496,0.37820000000000004,0.8959999999999999,0.59,1.14,1.2,0.791,0.79,1.2425,1.1475,0.35,1996-12-16
0.2225,0.1825,0.1875,0.1855,9.422860000000002,0.37820000000000004,0.8959999999999999,0.585,1.115,1.195,0.8065,0.9,1.1925,1.1475,0.35,1996-12-23
