Lactose,Whey central,Whey west,Whey east,NDPSR whey avg,CME whey avg,NDPSR NFDM,34p WPC,Nonfat west,Nonfat central east,Sweet cream buttermilk central,AA butter,Cheese 40 blocks,Cheese barrel,Delac,Start_interval
0.31,0.295,0.32125,0.3,0.2926,0.437,0.96966,0.72375,0.9,0.885,0.835,2.0725,1.696,1.6325,0.4225,2016-09-05
0.32,0.305,0.32125,0.3175,0.2969,0.4817,0.96966,0.725,0.91,0.9,0.85,2.035,1.7075,1.6344,0.4225,2016-09-12
0.3225,0.305,0.3225,0.3225,0.2973,0.44577999999999995,0.9595400000000002,0.7275,0.92,0.92,0.86,2.016,1.661,1.5295,0.4225,2016-09-16
0.3225,0.305,0.32625,0.3275,0.306,0.38588,0.95602,0.73375,0.935,0.93,0.87,1.9835,1.5785,1.5025,0.4225,2016-09-26
0.3225,0.31,0.32625,0.3275,0.3097,0.385,0.98042,0.7375,0.955,0.945,0.855,1.9285,1.5365,1.481,0.4225,2016-10-03
0.325,0.3125,0.335,0.345,0.3135,0.3466,0.9917999999999999,0.7425,0.95,0.945,0.87,1.8565,1.536,1.481,0.4225,2016-10-10
0.345,0.33,0.355,0.3525,0.3083,0.32876000000000005,0.9812799999999999,0.78,0.9325,0.93,0.87,1.796,1.528,1.465,0.4225,2016-10-17
0.345,0.3275,0.355,0.3525,0.3252,0.33,0.97462,0.78,0.9275,0.925,0.87,1.7635,1.653,1.567,0.4225,2016-10-24
0.35,0.335,0.365,0.36625,0.3428,0.41080000000000005,1.00038,0.78,0.925,0.90875,0.8825,1.865,1.6635,1.565,0.4225,2016-10-31
0.3525,0.345,0.37,0.38,0.3445,0.327,1.00254,0.78,0.925,0.91,0.8825,1.884,1.831,1.7755,0.4225,2016-11-07
0.3525,0.345,0.375,0.3775,0.3569,0.329,1.00828,0.78,0.925,0.905,0.88125,1.9355,1.9265,1.819,0.4225,2016-11-14
0.3525,0.35,0.3775,0.3825,0.367,0.41907999999999995,0.98816,0.805,0.925,0.91375,0.90125,2.012,1.8925,1.699,0.4225,2016-11-21
0.3525,0.35,0.3775,0.3875,0.36772,0.4281999999999999,0.9992599999999999,0.805,0.94,0.92625,0.9,2.0358,1.895,1.715,0.4225,2016-11-28
0.3525,0.3625,0.38,0.3875,0.377,0.41908,0.98004,0.8125,0.94,0.96,0.895,2.1615,1.795,1.64,0.4225,2016-12-05
0.355,0.38125,0.4025,0.39625,0.3826,0.41907999999999995,0.96966,0.84,0.97,0.9625,0.8975,2.0925,1.731,1.5865,0.4225,2016-12-12
0.3625,0.38625,0.4125,0.41125,0.3932,0.41597999999999996,0.98004,0.8575,0.99,0.985,0.85,2.107,1.766,1.6865,0.4225,2016-12-19
0.37,0.38875,0.41375,0.41125,0.403,0.34168,0.98004,0.8825,0.995,1.0,0.945,2.227,1.735,1.606,0.4225,2016-12-26
0.38,0.5625,0.49,0.58,0.5943,0.6066800000000001,1.11222,1.215,1.085,1.1125,1.01375,1.595,1.5619,1.4975,0.41899999999999993,2015-01-01
0.38,0.56,0.49,0.575,0.5866,0.6066800000000001,1.11222,1.215,1.085,1.11,0.9875,1.555,1.5344,1.4794,0.41899999999999993,2015-01-05
0.33,0.54,0.48,0.57,0.5941,0.5876,1.1058,1.1975,1.045,1.085,0.86875,1.54,1.576,1.543,0.41900000000000004,2015-01-12
0.32,0.535,0.48,0.57,0.5885,0.5876000000000001,1.10874,1.18875,1.01,1.0425,0.85375,1.545,1.518,1.5085,0.4225,2015-01-19
0.31,0.525,0.46,0.54375,0.5924,0.48226,0.9994200000000001,1.155,0.965,1.00625,0.875,1.55,1.475,1.4475,0.4225,2015-01-26
0.31,0.515,0.46,0.54375,0.5852,0.46556,1.00384,1.1375,0.955,0.98875,0.8225,1.6495,1.499,1.4805,0.4225,2015-02-02
0.31,0.51,0.455,0.5225,0.5779,0.49490000000000006,1.06004,1.1225,0.9875,1.0125,0.86,1.8075,1.535,1.4875,0.4225,2015-02-09
0.29,0.48,0.45,0.51875,0.5599,0.4678,1.05544,1.1075,1.025,1.05125,0.86,1.726,1.532,1.4815,0.4225,2015-02-16
0.2775,0.465,0.45,0.51,0.527,0.4171,1.04612,1.0875,1.085,1.1,0.87,1.7213,1.5413,1.485,0.4225,2015-02-23
0.26875,0.455,0.45,0.50375,0.5106,0.5068,1.09904,1.06875,1.1,1.14125,0.955,1.661,1.545,1.4855,0.4225,2015-03-02
0.265,0.45,0.445,0.495,0.4879,0.4171,1.0461200000000002,1.05,1.08,1.125,0.945,1.756,1.552,1.4935,0.4225,2015-03-09
0.25,0.445,0.445,0.48375,0.5058,0.38946000000000003,1.0475,1.01,1.065,1.1,0.91,1.71,1.568,1.545,0.4225,2015-03-16
0.24,0.4425,0.445,0.4825,0.4835,0.38946000000000003,1.0475,0.995,1.03375,1.06375,0.9325,1.68,1.56,1.541,0.4225,2015-03-23
0.2375,0.4325,0.4425,0.4725,0.4668,0.38946000000000003,1.0474999999999999,0.9725,1.01,1.045,0.955,1.6995,1.5325,1.515,0.4225,2015-03-30
0.2375,0.4325,0.4425,0.4675,0.493,0.36140000000000005,1.05852,0.965,0.99,1.0325,0.955,1.7594,1.5763,1.5888,0.4225,2015-04-06
0.2375,0.43,0.4425,0.47625,0.4678,0.36140000000000005,1.05852,0.955,0.98,1.02125,0.94,1.747,1.5775,1.607,0.4225,2015-04-13
0.2375,0.425,0.44,0.46375,0.4652,0.33020000000000005,1.04232,0.945,0.9575,1.0075,0.925,1.7745,1.574,1.615,0.4225,2015-04-20
0.23625,0.42,0.44,0.4625,0.4562,0.33020000000000005,1.04232,0.93,0.9875,0.955,0.91,1.83,1.6025,1.622,0.4225,2015-04-27
0.23625,0.42,0.44,0.4625,0.4574,0.3302,1.0423200000000001,0.93,0.9875,0.955,0.91,1.852,1.61,1.618,0.4225,2015-05-04
0.23625,0.42,0.435,0.46125,0.4649,0.41468,1.0539200000000002,0.915,0.95,0.98375,0.875,1.891,1.6105,1.628,0.4225,2015-05-11
0.235,0.42,0.43,0.46125,0.4355,0.41908,0.98964,0.91,0.955,0.98875,0.925,2.016,1.6155,1.624,0.4225,2015-05-18
0.235,0.4075,0.425,0.4425,0.4542,0.41468000000000005,1.05666,0.91,0.9525,0.96,0.925,1.917,1.638,1.6175,0.4225,2015-05-25
0.235,0.4,0.425,0.4425,0.4401,0.37258,1.05666,0.9,0.9475,0.955,0.925,1.9119,1.6713,1.6338,0.4225,2015-06-01
0.225,0.4,0.425,0.435,0.4349,0.41468,1.05666,0.88,0.9475,0.95,0.925,1.9415,1.737,1.6865,0.4225,2015-06-08
0.22,0.38,0.42,0.4325,0.4369,0.3327,1.08908,0.865,0.9475,0.94,0.91,1.8725,1.745,1.6995,0.4225,2015-06-15
0.2125,0.37,0.415,0.43125,0.4317,0.41468,1.064,0.855,0.9275,0.94,0.87,1.898,1.7055,1.673,0.4225,2015-06-22
0.2125,0.365,0.41,0.405,0.4231,0.41468,1.0193999999999999,0.855,0.9275,0.94,0.855,1.908,1.666,1.648,0.4225,2015-06-29
0.2125,0.3625,0.405,0.405,0.414,0.44817999999999997,1.0125800000000003,0.845,0.9225,0.93,0.855,1.9281,1.625,1.5913,0.4225,2015-07-06
0.2,0.355,0.405,0.3975,0.409,0.44817999999999997,1.0194,0.825,0.9075,0.925,0.845,1.924,1.666,1.614,0.4225,2015-07-13
0.2,0.3425,0.39,0.395,0.4041,0.48339999999999994,1.02724,0.7675,0.84,0.87,0.84,1.8685,1.648,1.612,0.4225,2015-07-20
0.195,0.33,0.39,0.395,0.3894,0.38282,1.0272400000000002,0.7675,0.745,0.82,0.8425,1.8835,1.668,1.6395,0.37,2015-07-27
0.195,0.3025,0.3825,0.35125,0.3759,0.33982,0.9816799999999999,0.75,0.7275,0.775,0.8375,1.9345,1.6975,1.6755,0.335,2015-08-03
0.195,0.295,0.325,0.335,0.3805,0.29812000000000005,0.96966,0.705,0.715,0.775,0.795,1.99,1.7365,1.7015,0.335,2015-08-10
0.19,0.24,0.3,0.32375,0.3551,0.29692,0.96966,0.6625,0.6925,0.745,0.7675,2.0205,1.72,1.7025,0.335,2015-08-17
0.19,0.23,0.28,0.31625,0.3439,0.305,0.9616800000000001,0.64625,0.7075,0.755,0.77,2.249,1.7025,1.6735,0.334,2015-08-24
0.19,0.225,0.25,0.28375,0.2996,0.312,0.9550799999999999,0.59,0.725,0.775,0.8,2.318,1.6815,1.61,0.327,2015-08-31
0.19,0.22,0.24,0.265,0.2748,0.3327,0.9916600000000001,0.575,0.755,0.8,0.815,2.4065,1.715,1.658,0.325,2015-09-07
0.19,0.21,0.22,0.2525,0.2685,0.3327,1.07766,0.565,0.795,0.825,0.8575,2.5063,1.695,1.6463,0.458,2015-09-14
0.19,0.2,0.215,0.25,0.2485,0.3449,1.13742,0.56,0.845,0.88,0.89,2.637,1.6695,1.553,0.45999999999999996,2015-09-21
0.19,0.1975,0.21,0.24125,0.2351,0.29009999999999997,1.13742,0.56,0.9,0.93,0.875,2.9695,1.6015,1.519,0.4600000000000001,2015-09-28
0.185,0.195,0.2075,0.23875,0.2341,0.32489999999999997,1.13742,0.54,0.9225,0.955,0.9125,2.702,1.67,1.5675,0.45999999999999996,2015-10-05
0.185,0.2,0.2075,0.23875,0.243,0.3469,1.07248,0.53,0.96,0.985,0.9125,2.3735,1.7275,1.642,0.45999999999999996,2015-10-12
0.185,0.22,0.21,0.2475,0.2244,0.34690000000000004,1.12142,0.53,0.96,1.0,0.96,2.3895,1.687,1.648,0.4575,2015-10-19
0.185,0.2,0.21,0.245,0.2269,0.34690000000000004,1.1516600000000001,0.535,0.935,0.98,0.89375,2.466,1.6215,1.583,0.45999999999999996,2015-10-26
0.185,0.205,0.225,0.2125,0.2272,0.3348,1.1516600000000001,0.535,0.885,0.965,0.89875,2.624,1.6085,1.559,0.45549999999999996,2015-11-02
0.185,0.2075,0.225,0.215,0.2305,0.3355,1.12918,0.535,0.85,0.88,0.9175,2.846,1.6465,1.6035,0.45550000000000007,2015-11-09
0.185,0.2125,0.2325,0.23,0.2368,0.3253,1.12918,0.53,0.83,0.88,0.9125,2.885,1.666,1.548,0.45549999999999996,2015-11-16
0.185,0.21125,0.2325,0.23,0.2313,0.3632,1.13742,0.53,0.8075,0.87,0.9,2.885,1.576,1.446,0.45549999999999996,2015-11-23
0.185,0.21125,0.2325,0.23,0.2316,0.3449,1.13742,0.53,0.77,0.86,0.9,2.9,1.575,1.5175,0.45549999999999996,2015-11-30
0.1875,0.21125,0.2375,0.25,0.2468,0.3449,1.1374199999999999,0.53,0.77375,0.865,0.9,2.9025,1.5445,1.5095,0.45549999999999996,2015-12-07
0.19,0.21125,0.2375,0.25,0.2354,0.34490000000000004,1.1552200000000001,0.53,0.76625,0.86,0.9,2.606,1.4765,1.476,0.45549999999999996,2015-12-14
0.19,0.21625,0.24,0.25,0.2425,0.29042,0.9616,0.53,0.775,0.85,0.845,2.069,1.429,1.429,0.325,2015-12-21
0.635,0.56,0.58875,0.60125,0.5761,0.7437999999999999,1.46564,1.72,2.03,2.065,1.87,1.58,2.0,1.9675,0.4040000000000001,2014-01-01
0.635,0.5625,0.58875,0.60125,0.5716,0.7437999999999999,1.46564,1.72,2.04,2.065,1.875,1.5413,2.0144,1.8825,0.4040000000000001,2014-01-06
0.58,0.5675,0.60375,0.6025,0.5975,0.7438,1.5663,1.765,2.065,2.07,1.9025,1.648,2.152,2.098,0.402,2014-01-13
0.595,0.5775,0.60625,0.61125,0.5928,0.7276,1.6270600000000002,1.765,2.075,2.085,1.91125,1.774,2.2115,2.1765,0.402,2014-01-20
0.595,0.58,0.6075,0.6225,0.595,0.5841999999999999,1.83236,1.785,2.075,2.085,1.92625,1.9,2.2794,2.2475,0.39,2014-01-27
0.595,0.585,0.61,0.62875,0.6087,0.5841999999999999,1.83236,1.7725,2.075,2.085,1.9225,1.8935,2.337,2.299,0.36250000000000004,2014-02-03
0.595,0.5875,0.6125,0.635,0.6136,0.5841999999999999,1.83236,1.785,2.07,2.0825,1.94125,1.866,2.3215,2.293,0.3765,2014-02-10
0.595,0.6075,0.615,0.645,0.62,0.764,1.6052399999999998,1.785,2.0725,2.09125,1.93625,1.764,2.11,2.1035,0.402,2014-02-17
0.595,0.61125,0.625,0.6575,0.6283,0.764,1.6052399999999998,1.7825,2.0725,2.095,1.9325,1.7763,2.1269,2.1006,0.402,2014-02-24
0.595,0.61125,0.62875,0.65,0.6345,0.744,1.66114,1.7675,2.075,2.0975,1.925,1.807,2.206,2.1905,0.402,2014-03-03
0.595,0.615,0.63125,0.66125,0.6425,0.6366999999999999,1.8040599999999998,1.76875,2.0775,2.105,1.92,1.88,2.253,2.206,0.402,2014-03-10
0.595,0.6225,0.645,0.6675,0.6481,0.5841999999999999,1.83236,1.76875,2.0775,2.105,1.915,1.884,2.3315,2.2755,0.3765,2014-03-17
0.6,0.62875,0.64875,0.6725,0.6506,0.5841999999999999,1.83236,1.77,2.1,2.115,1.92,1.907,2.415,2.305,0.358,2014-03-24
0.6,0.63,0.645,0.675,0.6546,0.5841999999999999,1.83236,1.77,2.0975,2.11,1.915,1.97,2.416,2.3355,0.34400000000000003,2014-03-31
0.615,0.635,0.64625,0.68375,0.6672,0.5841999999999999,1.83236,1.77,2.075,2.1,1.905,1.987,2.3855,2.241,0.36250000000000004,2014-04-07
0.6225,0.6375,0.6475,0.69125,0.671,0.6885,1.7954599999999998,1.77,2.0525,2.075,1.9,1.97,2.2175,2.121,0.402,2014-04-14
0.6225,0.65,0.65375,0.69625,0.6718,0.6885,1.7954599999999998,1.77,2.03125,2.06,1.905,1.9025,2.2213,2.195,0.402,2014-04-21
0.6125,0.65375,0.65375,0.6975,0.679,0.6937,1.7144399999999997,1.765,1.965,1.98,1.9025,1.897,2.2205,2.2115,0.402,2014-04-28
0.6125,0.6575,0.65875,0.7,0.6872,0.7454999999999999,1.7058399999999998,1.765,1.945,1.955,1.9,1.9695,2.135,2.125,0.40199999999999997,2014-05-05
0.605,0.6625,0.6725,0.70875,0.6752,0.728,1.7884,1.7675,1.91875,1.94,1.875,2.1445,2.048,2.0405,0.40750000000000003,2014-05-12
0.5975,0.6675,0.66625,0.70875,0.6717,0.7702,1.7356000000000003,1.76125,1.865,1.86375,1.865,2.1645,2.007,1.972,0.41150000000000003,2014-05-19
0.58625,0.66625,0.6625,0.7175,0.6727,0.7702,1.7356000000000003,1.74,1.85125,1.82875,1.8575,2.167,1.988,1.984,0.41150000000000003,2014-05-26
0.58625,0.665,0.66,0.7275,0.6808,0.7763,1.76236,1.735,1.83125,1.8075,1.84875,2.285,1.985,1.9575,0.37525,2014-06-02
0.58125,0.665,0.66,0.7275,0.6724,0.7776,1.70852,1.6925,1.84,1.80375,1.82,2.2525,2.0135,1.9495,0.37525,2014-06-09
0.5675,0.66125,0.655,0.7275,0.6769,0.7765,1.6659,1.655,1.835,1.81875,1.805,2.195,2.042,1.965,0.38350000000000006,2014-06-16
0.5675,0.66,0.655,0.725,0.6767,0.7765,1.6659,1.65125,1.825,1.81625,1.755,2.2205,2.02,1.993,0.3595,2014-06-23
0.5675,0.6575,0.6575,0.72375,0.6795,0.7924,1.68766,1.65125,1.83375,1.82625,1.755,2.3365,2.024,2.03,0.3595,2014-06-30
0.55,0.65875,0.6575,0.72125,0.6831,0.7763,1.76236,1.635,1.83,1.83125,1.7975,2.435,1.9819,1.9906,0.34375,2014-07-07
0.5475,0.6575,0.6575,0.72,0.6942,0.7985,1.7144199999999998,1.6175,1.84,1.835,1.7625,2.3845,1.9555,1.9645,0.3595,2014-07-14
0.5475,0.6625,0.67,0.71,0.6876,0.7912999999999999,1.7258399999999998,1.6075,1.815,1.83,1.7625,2.417,2.01,2.0415,0.34375,2014-07-21
0.54625,0.65875,0.67,0.705,0.6869,0.8039,1.6992,1.59625,1.795,1.8125,1.72,2.584,2.011,2.0245,0.34375,2014-07-28
0.54625,0.6575,0.67,0.7025,0.6886,0.8039,1.6992,1.59625,1.795,1.79,1.7,2.481,1.981,1.966,0.34375,2014-08-04
0.53875,0.6575,0.67,0.7025,0.6929,0.8053000000000001,1.6644199999999998,1.59125,1.735,1.74875,1.69,2.4,2.084,2.109,0.34375,2014-08-11
0.53625,0.6575,0.67,0.705,0.6971,0.8129,1.6561799999999998,1.57,1.7,1.725,1.615,2.532,2.148,2.17,0.34375,2014-08-18
0.53125,0.6575,0.67,0.705,0.6884,0.7769,1.7160800000000003,1.54,1.635,1.6775,1.53625,2.7155,2.2315,2.2385,0.34375,2014-08-25
0.53125,0.655,0.66,0.705,0.674,0.659,1.58018,1.51,1.555,1.5775,1.46,2.756,2.301,2.306,0.34375,2014-09-01
0.49125,0.65125,0.645,0.7025,0.6874,0.659,1.58018,1.465,1.51125,1.565,1.43,2.8175,2.35,2.3231,0.34375,2014-09-08
0.47125,0.65,0.6225,0.7025,0.6818,0.5102,1.5118,1.4575,1.4875,1.5325,1.365,2.986,2.35,2.33,0.34025,2014-09-15
0.46125,0.64,0.61,0.70125,0.669,0.42656,1.46632,1.4325,1.36625,1.425,1.34,3.022,2.407,2.408,0.34025,2014-09-22
0.46125,0.63,0.61,0.69625,0.6729,0.42656,1.46632,1.4175,1.36375,1.41375,1.315,3.058,2.345,2.452,0.34025,2014-09-29
0.46125,0.63,0.605,0.69625,0.6675,0.42656,1.46632,1.37375,1.39625,1.44,1.265,2.908,2.182,2.172,0.34375,2014-10-06
0.425,0.6125,0.6,0.66875,0.6649,0.42656,1.46632,1.3375,1.38625,1.425,1.28,2.836,2.1665,2.114,0.34375,2014-10-13
0.405,0.61,0.5975,0.6625,0.6665,0.7437999999999999,1.5663,1.33375,1.395,1.44125,1.28,2.302,2.238,2.104,0.34375,2014-10-20
0.415,0.61,0.5975,0.6625,0.6523,0.6583,1.2807199999999999,1.3325,1.395,1.4275,1.215,1.9495,2.2635,2.025,0.37160000000000004,2014-10-27
0.415,0.5975,0.5975,0.65625,0.6392,0.6352,1.2437,1.31625,1.375,1.4125,1.175,1.84,2.126,2.0345,0.39160000000000006,2014-11-03
0.41,0.58875,0.58875,0.65,0.6417,0.6477,1.21038,1.29875,1.3,1.3575,1.1525,2.0085,2.178,2.129,0.37510000000000004,2014-11-10
0.41,0.58875,0.58875,0.65,0.6454,0.6477,1.21038,1.27375,1.28125,1.34375,1.095,1.993,2.011,1.967,0.4225,2014-11-17
0.4,0.585,0.585,0.64625,0.6424,0.6470800000000001,1.20512,1.2625,1.235,1.2775,1.075,1.991,1.807,1.847,0.4225,2014-11-24
0.4,0.585,0.585,0.645,0.6277,0.6418800000000001,1.20994,1.2625,1.225,1.26625,1.0625,1.9933,1.7142,1.6908,0.4225,2014-12-01
0.395,0.5775,0.58,0.63,0.6218,0.6166,1.2058000000000002,1.2625,1.1675,1.20875,1.05125,1.9725,1.654,1.583,0.4225,2014-12-08
0.39,0.575,0.58,0.62,0.5835,0.57092,1.2452200000000002,1.23625,1.1525,1.19625,1.02625,1.934,1.588,1.5015,0.4225,2014-12-15
0.39,0.57,0.54,0.5875,0.5849,0.62278,1.12448,1.22375,1.1,1.16,1.01375,1.643,1.6075,1.576,0.4225,2014-12-22
0.77,0.64,0.625,0.65,0.6678,0.6279,1.3183799999999999,1.24625,1.535,1.5725,1.595,1.4975,1.74,1.6825,0.404,2013-01-01
0.73,0.66,0.63,0.69875,0.6579,0.6279,1.33748,1.2625,1.5375,1.585,1.53,1.4969,1.76,1.7225,0.404,2013-01-07
0.74,0.63,0.625,0.67375,0.6482,0.6279,1.3183799999999999,1.2625,1.5375,1.565,1.59,1.4575,1.728,1.6855,0.404,2013-01-14
0.73,0.625,0.6025,0.61125,0.6566,0.6279,1.3183799999999999,1.2625,1.545,1.565,1.515,1.4885,1.7035,1.6595,0.404,2013-01-21
0.73,0.6225,0.59,0.6225,0.6449,0.6279,1.3183799999999999,1.2575,1.5425,1.565,1.4775,1.505,1.6525,1.5863,0.40449999999999997,2013-01-28
0.725,0.62,0.58625,0.6175,0.6539,0.6279,1.3183799999999999,1.2575,1.5375,1.565,1.46,1.535,1.645,1.5415,0.40449999999999997,2013-02-04
0.725,0.6175,0.58,0.62625,0.6476,0.6279,1.3183799999999999,1.25375,1.52375,1.56,1.44,1.555,1.647,1.548,0.40449999999999997,2013-02-11
0.725,0.6,0.57875,0.61875,0.6466,0.6279,1.3183799999999999,1.25,1.52125,1.555,1.43,1.581,1.667,1.608,0.40449999999999997,2013-02-18
0.71,0.59,0.57,0.6175,0.6342,0.6279,1.3183799999999999,1.24,1.515,1.55,1.41,1.6,1.6431,1.63,0.40449999999999997,2013-02-25
0.71,0.58,0.565,0.6075,0.6305,0.6138,1.3183799999999999,1.24,1.5025,1.53,1.4,1.559,1.597,1.578,0.40449999999999997,2013-03-04
0.695,0.57,0.5625,0.5975,0.6351,0.6138,1.31838,1.215,1.4925,1.525,1.4,1.6075,1.572,1.5595,0.40449999999999997,2013-03-11
0.685,0.555,0.56125,0.5825,0.608,0.6138,1.36038,1.21,1.4875,1.51,1.36,1.637,1.603,1.5865,0.40449999999999997,2013-03-18
0.68,0.55,0.56,0.58625,0.6109,0.6138,1.36038,1.21,1.48,1.515,1.37,1.691,1.6505,1.6255,0.40449999999999997,2013-03-25
0.67,0.535,0.56,0.59,0.5916,0.6138,1.36038,1.22,1.48,1.535,1.395,1.6475,1.6944,1.6056,0.40449999999999997,2013-04-01
0.64,0.535,0.56,0.57,0.5816,0.6279,1.3851200000000001,1.23,1.55,1.585,1.425,1.6645,1.7155,1.6435,0.404,2013-04-08
0.645,0.54,0.5625,0.575,0.5873,0.6279,1.3851200000000001,1.235,1.575,1.605,1.4625,1.734,1.809,1.7385,0.4040000000000001,2013-04-15
0.645,0.5425,0.565,0.58875,0.5721,0.6462,1.41404,1.2375,1.61,1.64125,1.4825,1.777,1.878,1.763,0.4040000000000001,2013-04-22
0.645,0.5425,0.565,0.58125,0.5766,0.6462,1.4140400000000002,1.24,1.63,1.66,1.54125,1.715,1.866,1.7245,0.4040000000000001,2013-04-29
0.645,0.5425,0.565,0.58375,0.565,0.6462,1.41404,1.26,1.675,1.68875,1.57,1.681,1.8935,1.685,0.404,2013-05-06
0.645,0.54,0.5825,0.58,0.5809,0.6462,1.4140400000000002,1.27,1.7,1.72,1.535,1.628,1.8695,1.73,0.4040000000000001,2013-05-13
0.645,0.54125,0.5825,0.5775,0.5776,0.6462,1.33748,1.285,1.685,1.71,1.5725,1.6015,1.7745,1.738,0.4040000000000001,2013-05-20
0.645,0.54,0.58125,0.575,0.572,0.6462,1.33748,1.285,1.695,1.705,1.5625,1.571,1.76,1.7335,0.4040000000000001,2013-05-27
0.645,0.5375,0.58125,0.575,0.5742,0.6279,1.33748,1.2875,1.6925,1.70125,1.55625,1.5413,1.745,1.7113,0.4040000000000001,2013-06-03
0.645,0.54375,0.585,0.58,0.5813,0.6279,1.33748,1.3,1.6925,1.70125,1.56,1.541,1.7315,1.725,0.4040000000000001,2013-06-10
0.645,0.5425,0.585,0.5825,0.5682,0.6279,1.33748,1.30125,1.7025,1.705,1.555,1.54,1.736,1.77,0.4040000000000001,2013-06-17
0.645,0.5425,0.59125,0.58,0.5742,0.6279,1.33748,1.325,1.71,1.71,1.555,1.516,1.723,1.7445,0.4040000000000001,2013-06-24
0.645,0.545,0.59125,0.5825,0.5864,0.6279,1.33748,1.3425,1.7175,1.72,1.57,1.445,1.6655,1.634,0.40449999999999997,2013-07-01
0.6275,0.545,0.5925,0.58,0.5712,0.6462,1.33748,1.3425,1.73,1.73,1.58,1.5069,1.6581,1.6463,0.404,2013-07-08
0.63,0.545,0.5925,0.58375,0.5818,0.6462,1.33748,1.35125,1.75,1.755,1.575,1.5035,1.672,1.662,0.404,2013-07-15
0.6325,0.545,0.59125,0.59625,0.5735,0.6462,1.33748,1.3525,1.7575,1.765,1.575,1.485,1.698,1.681,0.404,2013-07-22
0.6325,0.5425,0.59125,0.595,0.5835,0.6279,1.33748,1.3525,1.77,1.7725,1.6025,1.4385,1.7545,1.7285,0.4040000000000001,2013-07-29
0.6325,0.5425,0.59,0.59375,0.5791,0.6279,1.33748,1.3625,1.78,1.775,1.61,1.432,1.7705,1.7625,0.4040000000000001,2013-08-05
0.64,0.5425,0.585,0.5825,0.5835,0.6279,1.33748,1.3625,1.785,1.775,1.61,1.4155,1.7885,1.787,0.4040000000000001,2013-08-12
0.64,0.5425,0.585,0.58375,0.5741,0.6279,1.33748,1.3625,1.7925,1.78,1.61,1.385,1.7715,1.765,0.4040000000000001,2013-08-19
0.64,0.54,0.585,0.58,0.5762,0.6279,1.33748,1.36875,1.8,1.795,1.6625,1.3695,1.69,1.673,0.404,2013-08-26
0.64,0.54,0.5775,0.5825,0.5829,0.6462,1.33748,1.37625,1.8,1.81,1.6715,1.4215,1.737,1.7355,0.4040000000000001,2013-09-02
0.64,0.54,0.57625,0.59875,0.574,0.651,1.33748,1.37625,1.81,1.81,1.67625,1.4288,1.7894,1.7781,0.4040000000000001,2013-09-09
0.64,0.53875,0.565,0.6,0.5782,0.651,1.33748,1.37625,1.815,1.82,1.69375,1.48,1.83,1.8075,0.4040000000000001,2013-09-16
0.64,0.53875,0.56375,0.58875,0.5794,0.651,1.33748,1.40125,1.8225,1.84,1.6925,1.54,1.801,1.772,0.4040000000000001,2013-09-23
0.64,0.53875,0.56375,0.58875,0.5823,0.6768000000000001,1.4056000000000002,1.435,1.82625,1.835,1.69125,1.608,1.767,1.73,0.4040000000000001,2013-09-30
0.65,0.54,0.55625,0.56,0.5711,0.651,1.37208,1.535,1.8575,1.875,1.75,1.472,1.8625,1.7945,0.4040000000000001,2013-10-28
0.65,0.54,0.5625,0.575,0.5604,0.7022,1.4296000000000002,1.555,1.9025,1.88,1.735,1.4965,1.8835,1.836,0.4040000000000001,2013-11-04
0.645,0.54,0.565,0.575,0.5796,0.7022,1.43616,1.575,1.895,1.91,1.8,1.557,1.8865,1.823,0.4040000000000001,2013-11-11
0.6425,0.5425,0.5675,0.585,0.5724,0.7232999999999999,1.46564,1.6,1.9,1.92,1.795,1.6105,1.8125,1.766,0.4040000000000001,2013-11-18
0.6425,0.5475,0.57125,0.59125,0.5774,0.7232999999999999,1.46564,1.6225,1.92,1.945,1.805,1.658,1.823,1.7545,0.404,2013-11-25
0.64,0.55,0.57375,0.59375,0.5762,0.7315999999999999,1.46564,1.63625,1.94,1.945,1.81,1.66,1.865,1.765,0.4040000000000001,2013-12-02
0.64,0.5525,0.58125,0.595,0.593,0.7438,1.46564,1.645,1.955,1.975,1.83,1.641,1.8985,1.828,0.4040000000000001,2013-12-09
0.635,0.55375,0.58125,0.59875,0.5586,0.7437999999999999,1.46564,1.6725,2.0,1.99,1.84,1.63,1.8955,1.793,0.4040000000000001,2013-12-16
0.635,0.5525,0.5875,0.59875,0.5742,0.7438,1.46564,1.72,2.02,2.06,1.85,1.5585,1.967,1.8865,0.4040000000000001,2013-12-23
0.77,0.655,0.6775,0.67375,0.6599,0.5747199999999999,1.23668,1.46,1.4,1.445,1.35,1.595,1.5625,1.57,0.40449999999999997,2012-01-02
0.84,0.6925,0.68375,0.7,0.671,0.5747199999999999,1.23668,1.515,1.385,1.44,1.35,1.6025,1.5906,1.5831,0.40449999999999997,2012-01-09
0.86,0.7075,0.70625,0.72875,0.6791,0.5747199999999999,1.23668,1.525,1.39,1.435,1.34,1.6265,1.596,1.5755,0.40449999999999997,2012-01-16
0.86,0.71,0.71625,0.745,0.702,0.5747200000000001,1.23668,1.5275,1.395,1.43,1.325,1.58,1.55,1.52,0.40449999999999997,2012-01-23
0.86,0.71,0.7175,0.755,0.7113,0.5747200000000001,1.2356,1.5275,1.38,1.425,1.325,1.558,1.506,1.487,0.40449999999999997,2012-01-30
